id,owner,kind,score,review_result,round,max_rounds,path,review
@memory/parked-memory-remains-recallable,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/parked-memory-remains-recallable/prd.md,memory.ctg/.cartridge/prds/parked-memory-remains-recallable/review.md
@runtime/plugins-from-memory-toml,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/plugins-from-memory-toml/prd.md,cartridge.ctg/.cartridge/prds/plugins-from-memory-toml/review.md
@router/provider-recovery-proves-its-authority-boundary,router,leaf,94,PASS,2,5,router.ctg/.cartridge/prds/provider-recovery-proves-its-authority-boundary/prd.md,router.ctg/.cartridge/prds/provider-recovery-proves-its-authority-boundary/review.md
@proxy/proxy-turns-carry-recall-and-reflex-tools,proxy,leaf,94,PASS,2,5,proxy.ctg/.cartridge/prds/proxy-turns-carry-recall-and-reflex-tools/prd.md,proxy.ctg/.cartridge/prds/proxy-turns-carry-recall-and-reflex-tools/review.md
@sessions/reflex-reports-attributed-tool-outcomes,sessions,leaf,94,PASS,2,5,sessions.ctg/.cartridge/prds/reflex-reports-attributed-tool-outcomes/prd.md,sessions.ctg/.cartridge/prds/reflex-reports-attributed-tool-outcomes/review.md
@memory/retrieval-is-a-piece,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/retrieval-is-a-piece/prd.md,memory.ctg/.cartridge/prds/retrieval-is-a-piece/review.md
@runtime/semantic-tool-recovery-retires-failed-generations,runtime,leaf,80,FAIL,2,5,cartridge.ctg/.cartridge/prds/semantic-tool-recovery-retires-failed-generations/prd.md,cartridge.ctg/.cartridge/prds/semantic-tool-recovery-retires-failed-generations/review.md
@memory/the-agent-surface-is-usable,memory,rollup,94,PASS,2,5,memory.ctg/.cartridge/prds/the-agent-surface-is-usable/prd.md,memory.ctg/.cartridge/prds/the-agent-surface-is-usable/review.md
@memory/the-exit-flag-tests-race-each-other,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/the-exit-flag-tests-race-each-other/prd.md,memory.ctg/.cartridge/prds/the-exit-flag-tests-race-each-other/review.md
@memory/the-graph-converges,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/the-graph-converges/prd.md,memory.ctg/.cartridge/prds/the-graph-converges/review.md
@memory/the-track-record-is-reachable-across-stores,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/the-track-record-is-reachable-across-stores/prd.md,memory.ctg/.cartridge/prds/the-track-record-is-reachable-across-stores/review.md
@memory/memory-002,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/memory-002/prd.md,memory.ctg/.cartridge/prds/memory-002/review.md
@memory/memory-004,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/memory-004/prd.md,memory.ctg/.cartridge/prds/memory-004/review.md
@memo/memo-write-document,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/memo-write-document/prd.md,memo.ctg/.cartridge/prds/memo-write-document/review.md
@fs/direct-fs-document,fs,leaf,94,PASS,2,5,fs.ctg/.cartridge/prds/direct-fs-document/prd.md,fs.ctg/.cartridge/prds/direct-fs-document/review.md
@gitfs/gitfs-document,gitfs,leaf,94,PASS,2,5,gitfs.ctg/.cartridge/prds/gitfs-document/prd.md,gitfs.ctg/.cartridge/prds/gitfs-document/review.md
@pty/pty-document,pty,leaf,94,PASS,2,5,pty.ctg/.cartridge/prds/pty-document/prd.md,pty.ctg/.cartridge/prds/pty-document/review.md
@sessions/sessions-document,sessions,leaf,94,PASS,2,5,sessions.ctg/.cartridge/prds/sessions-document/prd.md,sessions.ctg/.cartridge/prds/sessions-document/review.md
@router/router-document,router,leaf,94,PASS,2,5,router.ctg/.cartridge/prds/router-document/prd.md,router.ctg/.cartridge/prds/router-document/review.md
@memo/memo-board-template/initialize-board,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/memo-board-template/initialize-board/prd.md,memo.ctg/.cartridge/prds/memo-board-template/initialize-board/review.md
@memo/memo-board-template/board-engine-integration,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/memo-board-template/board-engine-integration/prd.md,memo.ctg/.cartridge/prds/memo-board-template/board-engine-integration/review.md
@memo/one-document-serves-every-reader/document-identity,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/one-document-serves-every-reader/document-identity/prd.md,memo.ctg/.cartridge/prds/one-document-serves-every-reader/document-identity/review.md
@memo/one-document-serves-every-reader/document-projections,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/one-document-serves-every-reader/document-projections/prd.md,memo.ctg/.cartridge/prds/one-document-serves-every-reader/document-projections/review.md
@memo/one-document-serves-every-reader/executable-document-validation,memo,leaf,94,PASS,2,5,memo.ctg/.cartridge/prds/one-document-serves-every-reader/executable-document-validation/prd.md,memo.ctg/.cartridge/prds/one-document-serves-every-reader/executable-document-validation/review.md
@landscape/landscape-composes-system-context/context-contributor-contract,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/landscape-composes-system-context/context-contributor-contract/prd.md,landscape.ctg/.cartridge/prds/landscape-composes-system-context/context-contributor-contract/review.md
@landscape/landscape-composes-system-context/memory-context-contributor,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/landscape-composes-system-context/memory-context-contributor/prd.md,landscape.ctg/.cartridge/prds/landscape-composes-system-context/memory-context-contributor/review.md
@landscape/landscape-composes-system-context/live-file-context-contributors,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/landscape-composes-system-context/live-file-context-contributors/prd.md,landscape.ctg/.cartridge/prds/landscape-composes-system-context/live-file-context-contributors/review.md
@landscape/context-quality-is-measured/context-baseline-corpus,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/context-quality-is-measured/context-baseline-corpus/prd.md,landscape.ctg/.cartridge/prds/context-quality-is-measured/context-baseline-corpus/review.md
@landscape/context-quality-is-measured/context-comparison-gate,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/context-quality-is-measured/context-comparison-gate/prd.md,landscape.ctg/.cartridge/prds/context-quality-is-measured/context-comparison-gate/review.md
@landscape/recursive-development-graph/recursive-source-census,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-source-census/prd.md,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-source-census/review.md
@landscape/recursive-development-graph/recursive-root-search,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-root-search/prd.md,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-root-search/review.md
@landscape/recursive-development-graph/recursive-source-refresh,landscape,leaf,94,PASS,2,5,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-source-refresh/prd.md,landscape.ctg/.cartridge/prds/recursive-development-graph/recursive-source-refresh/review.md
@runtime/one-runner-executes-documents/approved-document-launch,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/approved-document-launch/prd.md,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/approved-document-launch/review.md
@runtime/one-runner-executes-documents/document-command-result,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/document-command-result/prd.md,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/document-command-result/review.md
@runtime/one-runner-executes-documents/document-artifact-result,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/document-artifact-result/prd.md,cartridge.ctg/.cartridge/prds/one-runner-executes-documents/document-artifact-result/review.md
@runtime/documents-own-live-processes/document-sidecar-lifecycle,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/documents-own-live-processes/document-sidecar-lifecycle/prd.md,cartridge.ctg/.cartridge/prds/documents-own-live-processes/document-sidecar-lifecycle/review.md
@runtime/documents-own-live-processes/document-event-activation,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/documents-own-live-processes/document-event-activation/prd.md,cartridge.ctg/.cartridge/prds/documents-own-live-processes/document-event-activation/review.md
@memory/memory-owns-its-tool/memory-adapter-core,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-adapter-core/prd.md,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-adapter-core/review.md
@memory/memory-owns-its-tool/memory-consumer-parity,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-consumer-parity/prd.md,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-consumer-parity/review.md
@memory/memory-owns-its-tool/memory-wrapper-retirement,memory,leaf,94,PASS,2,5,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-wrapper-retirement/prd.md,memory.ctg/.cartridge/prds/memory-owns-its-tool/memory-wrapper-retirement/review.md
@mcp/clients-share-document-execution/client-document-contract,mcp,leaf,94,PASS,2,5,mcp.ctg/.cartridge/prds/clients-share-document-execution/client-document-contract/prd.md,mcp.ctg/.cartridge/prds/clients-share-document-execution/client-document-contract/review.md
@agent/agent-document-client,agent,leaf,94,PASS,2,5,agent.ctg/.cartridge/prds/agent-document-client/prd.md,agent.ctg/.cartridge/prds/agent-document-client/review.md
@mcp/clients-share-document-execution/mcp-document-client,mcp,leaf,94,PASS,2,5,mcp.ctg/.cartridge/prds/clients-share-document-execution/mcp-document-client/prd.md,mcp.ctg/.cartridge/prds/clients-share-document-execution/mcp-document-client/review.md
@proxy/proxy-document-client,proxy,leaf,94,PASS,2,5,proxy.ctg/.cartridge/prds/proxy-document-client/prd.md,proxy.ctg/.cartridge/prds/proxy-document-client/review.md
@runtime/runtime-development-package,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/runtime-development-package/prd.md,cartridge.ctg/.cartridge/prds/runtime-development-package/review.md
@runtime/development-clean-checkout,runtime,leaf,94,PASS,2,5,cartridge.ctg/.cartridge/prds/development-clean-checkout/prd.md,cartridge.ctg/.cartridge/prds/development-clean-checkout/review.md
